,cc,coh,coh_freq,mean_motion,std_motion,mean_tempo,mean_tempo_dev,std_tempo_dev,ci68-min_dev,ci68-max_dev,dphase_cc,dphase,exp_n,musician,riot_type,factor1,factor2
162,0.008151456025241931,0.16331965136173154,0.5859375,0.05213313197468265,0.00952640625571023,0.38981627097902094,2.3036713286765682e-05,0.012450640288661542,-0.0006849621820520948,0.000731035608625626,0.08751949955679725,11,15,Cello,arm,high,Yes
163,-0.5032920403333385,0.8993521733016647,2.5390625,0.10678454750900016,0.01705174528900912,0.38981627097902094,2.3036713286765682e-05,0.012450640288661542,-0.0006849621820520948,0.000731035608625626,0.7047648024249693,14,15,Cello,head,high,Yes
164,-0.06764917865213403,0.15493431781109931,3.515625,0.05561407497522521,0.009660461995163811,0.8575700573770493,-0.0004904836065574733,0.02088807883439965,-0.0023091058269467213,0.0013281386138317744,0.0654201238421807,36,15,Drum,arm,high,Yes
165,0.2637483139340653,0.9101143624495054,1.171875,0.08588491012258216,0.01457883942656169,0.8575700573770493,-0.0004904836065574733,0.02088807883439965,-0.0023091058269467213,0.0013281386138317744,0.733984600333012,15,15,Drum,head,high,Yes
166,-0.019291129170576442,0.20427686877511453,1.953125,0.05860988122044591,0.008295104092369958,0.6243916526162792,0.0023501031976743665,0.08935846449787052,-0.004202221106809969,0.008902427502158701,0.0671942709550401,16,15,Piano,arm,high,Yes
167,-0.06088689627985643,0.23849013759815993,0.1953125,0.06458201629012174,0.011235117673597469,0.6243916526162792,0.0023501031976743665,0.08935846449787052,-0.004202221106809969,0.008902427502158701,0.06402586279333804,32,15,Piano,head,high,Yes
168,-0.48259385763467993,0.7641852551274909,3.90625,0.13291049175340988,0.017516997000650795,0.2521530301339286,0.00023824665178570032,0.010786780371800574,-0.0002518443623429771,0.0007283376659143777,0.5105113632735658,13,15,Accordion,arm,high,Yes
169,0.10654376832155037,0.4798400004794888,3.90625,0.11344352483426617,0.020178015277637268,0.2521530301339286,0.00023824665178570032,0.010786780371800574,-0.0002518443623429771,0.0007283376659143777,0.33698332476855225,-5,15,Accordion,head,high,Yes
170,-0.0349748187127877,0.15427812898371954,1.3671875,0.04977894182374112,0.005768457063356238,1.4328654779411765,-0.00020615441176476696,0.04256169478514127,-0.005169658308869704,0.004757349485340169,0.11176140897726411,-37,15,Sax,arm,high,Yes
171,-0.04831114803216637,0.721822143773551,0.78125,0.05749953574423644,0.009693950233794792,1.4328654779411765,-0.00020615441176476696,0.04256169478514127,-0.005169658308869704,0.004757349485340169,0.4752178872804259,-34,15,Sax,head,high,Yes
172,0.05703340528750253,0.7297995025334838,4.1015625,0.07393635767148737,0.05217521313204128,0.2500997767857143,9.843749999996487e-05,0.008095186865209023,-0.0002693625481685497,0.00046623754816847946,0.088026620228203,-4,16,Drum,arm,low,Yes
173,0.024956911450111932,0.33572785556258644,3.90625,0.08886577405819977,0.009349140994983206,0.2500997767857143,9.843749999996487e-05,0.008095186865209023,-0.0002693625481685497,0.00046623754816847946,0.08313242372484028,5,16,Drum,head,low,Yes
174,-0.056954284657147004,0.1583697191715446,4.4921875,0.05732596633103263,0.008763178338192592,0.7548644927536232,0.00047173913043477734,0.037930183656003605,-0.002633315981212191,0.0035767942420817456,0.05952563737485641,26,16,Piano,arm,low,Yes
175,0.21202389528903368,0.32591661042698333,2.734375,0.059624794635540275,0.00781406343875793,0.7548644927536232,0.00047173913043477734,0.037930183656003605,-0.002633315981212191,0.0035767942420817456,0.27619116802775723,7,16,Piano,head,low,Yes
176,0.5210318719906075,0.831381247595935,2.734375,0.11988750396858322,0.013572855030336681,0.37504295302013424,8.456375838923306e-05,0.011110880205199038,-0.0005343986071937965,0.0007035261239722627,0.5712809390192647,3,16,Accordion,arm,low,Yes
177,-0.29268625639444185,0.5492405161956323,5.2734375,0.09365732956472404,0.011724315442682907,0.37504295302013424,8.456375838923306e-05,0.011110880205199038,-0.0005343986071937965,0.0007035261239722627,0.34085732738305596,16,16,Accordion,head,low,Yes
178,0.004382183410832419,0.12725413252139428,6.0546875,0.04387214632644218,0.0048776330433631275,1.497089583333333,-0.0011962499999998322,0.10017015501413318,-0.013632419457739959,0.011239919457740293,0.030914090757605612,61,16,Clarinet,arm,low,Yes
179,0.43588276432248485,0.6827012406799344,0.5859375,0.06785304642364225,0.013399688738781841,1.497089583333333,-0.0011962499999998322,0.10017015501413318,-0.013632419457739959,0.011239919457740293,0.5888225278452434,17,16,Clarinet,head,low,Yes
180,-0.1549364482522666,0.43849123799171763,1.953125,0.049313374046608155,0.005770677307749841,0.999830392156863,-0.00011078431372573269,0.04130634485568013,-0.00404393505281305,0.0038223664253615847,0.2163433033267503,-41,16,Sax,arm,low,Yes
181,-0.37047182130755685,0.7335680762312139,0.9765625,0.06433147469010105,0.010725866261349522,0.999830392156863,-0.00011078431372573269,0.04130634485568013,-0.00404393505281305,0.0038223664253615847,0.5039010530571304,50,16,Sax,head,low,Yes
182,-0.07689442447637881,0.3271174918911821,8.7890625,0.060788825569021335,0.02796603239842942,1.0002769607843138,0.0013916666666666103,0.04645315367498067,-0.003031558296666413,0.005814891629999634,0.06526989653324708,42,17,Cello,arm,low,No
183,-0.07458096114000198,0.5876960962068349,1.953125,0.09780510258331906,0.010917176875497973,1.0002769607843138,0.0013916666666666103,0.04645315367498067,-0.003031558296666413,0.005814891629999634,0.23691729079299356,-44,17,Cello,head,low,No
184,-0.07730281050767487,0.15573392517338444,0.390625,0.0649820006788115,0.07729114624196423,0.7509615671641791,-0.0001481343283581736,0.03179043738470938,-0.002789131976729197,0.00249286332001285,0.09329360287905278,25,17,Drum,arm,low,No
185,-0.4255940432518284,0.8270779355997342,1.3671875,0.09536217827166302,0.017657286329269217,0.7509615671641791,-0.0001481343283581736,0.03179043738470938,-0.002789131976729197,0.00249286332001285,0.632761215812251,26,17,Drum,head,low,No
186,-0.039913085298031906,0.13305561531222115,1.953125,0.0560432998531871,0.007561767715713748,0.7509764285714285,0.002143571428571416,0.043505111686526474,-0.0013923302529502508,0.005679473110093083,0.08370081099707129,26,17,Piano,arm,low,No
187,-0.21408764344425993,0.44065559003584326,2.734375,0.05727175295766997,0.006412157130863308,0.7509764285714285,0.002143571428571416,0.043505111686526474,-0.0013923302529502508,0.005679473110093083,0.2392270049229195,26,17,Piano,head,low,No
188,0.06452650120998227,0.16526977187943567,4.296875,0.09807863826832539,0.010402785371024152,0.3751520695364238,7.640728476821141e-05,0.020593490186883324,-0.0010631873507451774,0.0012160019202816,0.06915350987838169,1,17,Accordion,arm,low,No
189,-0.14679154253741508,0.3130041518257352,2.734375,0.06668776057579846,0.00814643429671694,0.3751520695364238,7.640728476821141e-05,0.020593490186883324,-0.0010631873507451774,0.0012160019202816,0.14027134889844642,-18,17,Accordion,head,low,No
190,-0.049153913056306835,0.15914607092587613,1.953125,0.04388220290849043,0.0043963257471931715,0.49981113636363633,7.250000000000362e-05,0.023644274829890635,-0.0014604873420096464,0.0016054873420096535,0.11197482373511844,15,17,Clarinet,arm,low,No
191,0.472444047153219,0.8421328830052586,1.953125,0.06189587104275209,0.009506259085027882,0.49981113636363633,7.250000000000362e-05,0.023644274829890635,-0.0014604873420096464,0.0016054873420096535,0.6296062422131806,-6,17,Clarinet,head,low,No
192,0.03837160969475729,0.20554770126734104,1.3671875,0.0440344323717612,0.0044371129373021855,0.24776582969432315,0.000372598253275112,0.026227788010127838,-0.0008059648380050995,0.0015511613445553236,0.04075221655750408,1,17,Sax,arm,low,No
193,-0.19255876495047217,0.5392221170849846,3.90625,0.06880753314756022,0.009557839836051586,0.24776582969432315,0.000372598253275112,0.026227788010127838,-0.0008059648380050995,0.0015511613445553236,0.20507821251865077,-10,17,Sax,head,low,No
194,0.0031335912159827593,0.11346797421763187,2.5390625,0.05071779575787089,0.01433724632113428,0.7154828493150684,-0.0006811917808218884,0.021694370826097813,-0.002407802934267522,0.001045419372623745,0.09028286199567363,16,18,Cello,arm,high,No
195,-0.10865080569443396,0.3064711747327912,2.734375,0.09452199344609995,0.009443870269929005,0.7154828493150684,-0.0006811917808218884,0.021694370826097813,-0.002407802934267522,0.001045419372623745,0.18442351746378882,23,18,Cello,head,high,No
196,0.020370718709819723,0.25718459128122684,0.390625,0.06865190817887082,0.0824532499883437,0.5842023356741572,0.0002892373595506099,0.019893049615034714,-0.001144650788927663,0.001723125508028883,0.058637529900757566,-24,18,Drum,arm,high,No
197,-0.698829735169935,0.9689278456122842,1.7578125,0.09910183096111495,0.018500932289207867,0.5842023356741572,0.0002892373595506099,0.019893049615034714,-0.001144650788927663,0.001723125508028883,0.803908007538995,-29,18,Drum,head,high,No
198,0.07012601692327244,0.21538857651083343,2.34375,0.10482036164961919,0.011087609837308606,0.8567309300847458,-0.0004452690677966163,0.05809262138817218,-0.0055881193456888845,0.004697581210095652,0.12316358850947824,-13,18,Accordion,arm,high,No
199,0.494778066432424,0.7282909254014044,1.171875,0.07437635482106805,0.013939643382115523,0.8567309300847458,-0.0004452690677966163,0.05809262138817218,-0.0055881193456888845,0.004697581210095652,0.5396367133826141,5,18,Accordion,head,high,No
200,0.01845699270495831,0.20439086039727225,8.0078125,0.04644485854951879,0.005417905570727129,0.32976297601744187,0.00019293677325580707,0.03850603809972845,-0.001803582584933867,0.002189456131445481,0.030205073668085187,-15,18,Clarinet,arm,high,No
201,-0.08145748490980005,0.3967800349830467,3.125,0.057523956125156386,0.010615887537992448,0.32976297601744187,0.00019293677325580707,0.03850603809972845,-0.001803582584933867,0.002189456131445481,0.09873706338632082,12,18,Clarinet,head,high,No
202,0.0038945056742175238,0.17608761732592945,3.3203125,0.04299333827496971,0.0046419213348205144,0.25897406536697254,-1.4680045871622346e-05,0.051815873401282964,-0.002401081411409926,0.002371721319666681,0.04511924363857319,-6,18,Sax,arm,high,No
203,0.016709844979803153,0.26189021405593566,3.7109375,0.06502246757846966,0.0094085634101531,0.25897406536697254,-1.4680045871622346e-05,0.051815873401282964,-0.002401081411409926,0.002371721319666681,0.11302872768402038,7,18,Sax,head,high,No
204,0.036207983218448536,0.19392384600267254,6.0546875,0.05396542881399223,0.01245759385222248,0.49968250000000003,-0.00018340909090914793,0.010983040607761166,-0.0008954995377343981,0.0005286813559161024,0.040943629134381106,4,19,Cello,arm,low,Yes
205,0.17789518547675862,0.5149155111290022,4.1015625,0.09920819235230113,0.01055443396227405,0.49968250000000003,-0.00018340909090914793,0.010983040607761166,-0.0008954995377343981,0.0005286813559161024,0.21117475413132952,4,19,Cello,head,low,Yes
206,-0.01379621013853888,0.5123350310921292,2.734375,0.3720638996599221,0.10167841543182228,0.24976572398190044,-3.450226244343185e-05,0.010055424364037719,-0.0004944549697641894,0.0004254504448773257,0.0825629209648124,-7,19,Drum,arm,low,Yes
207,0.07053247514382349,0.7680546368663768,3.90625,0.10084670447488725,0.014543820528836949,0.24976572398190044,-3.450226244343185e-05,0.010055424364037719,-0.0004944549697641894,0.0004254504448773257,0.23900638386971382,5,19,Drum,head,low,Yes
208,0.017743242726198434,0.20480470127744865,8.7890625,0.056797928853279174,0.007715596968310596,0.2692692786069652,-0.0008145522388060039,0.02640785142651548,-0.002081165270305783,0.000452060792693775,0.03272207156096454,5,19,Piano,arm,low,Yes
209,0.051428011232552605,0.16557190975767724,4.1015625,0.05838960852265932,0.006863953298693714,0.2692692786069652,-0.0008145522388060039,0.02640785142651548,-0.002081165270305783,0.000452060792693775,0.06850970453141579,3,19,Piano,head,low,Yes
210,-0.2130679852458203,0.28573329065425007,1.3671875,0.10660970352174004,0.01736873752619594,0.7495889285714287,-0.0007617857142857692,0.025209396895537316,-0.0028106931970513747,0.0012871217684798366,0.30104144748759976,27,19,Accordion,arm,low,Yes
211,-0.3111205083165815,0.6375842663920903,2.734375,0.06961118083458585,0.010216328859001766,0.7495889285714287,-0.0007617857142857692,0.025209396895537316,-0.0028106931970513747,0.0012871217684798366,0.4026424089016425,31,19,Accordion,head,low,Yes
212,0.056043156818496635,0.15298470885902657,4.1015625,0.04887551134213076,0.005373838997796601,0.25217362334801763,0.0001334251101321626,0.03424354267064702,-0.001412095042742659,0.0016789452630069843,0.06088993043199297,1,19,Clarinet,arm,low,Yes
213,0.05840627709112603,0.4711567633659668,4.1015625,0.055459165687775265,0.008007506995669102,0.25217362334801763,0.0001334251101321626,0.03424354267064702,-0.001412095042742659,0.0016789452630069843,0.12289323292639509,-4,19,Clarinet,head,low,Yes
214,-0.2500158401885649,0.38141637537908474,0.9765625,0.05132859397306967,0.0067673096701613335,0.9981007211538462,-0.0008699519230769196,0.04217551941434512,-0.004847062635233414,0.0031071587890795747,0.2923185864628133,-49,19,Sax,arm,low,Yes
215,-0.3923587598471433,0.7864866797599788,1.953125,0.0660607113820161,0.013805773022793197,0.9981007211538462,-0.0008699519230769196,0.04217551941434512,-0.004847062635233414,0.0031071587890795747,0.5613487412549677,46,19,Sax,head,low,Yes
216,-0.36123632824092833,0.8825051763767447,1.5625,0.1521070538948821,0.072387081467435,0.6126078650568182,-0.00029442187500003126,0.021101130514122858,-0.0018240057631182672,0.0012351620131182048,0.7447967876626161,-20,20,Cello,arm,high,No
217,-0.08635793603757952,0.4682702891487659,3.3203125,0.10839054168148023,0.011775217522560786,0.6126078650568182,-0.00029442187500003126,0.021101130514122858,-0.0018240057631182672,0.0012351620131182048,0.19344757309520502,17,20,Cello,head,high,No
218,-0.016138600144593927,0.6928620487197424,2.9296875,0.45077684084116953,0.10561482877185333,0.49420546931818193,0.0008409306818180942,0.03041140030233889,-0.0011308063264718576,0.0028126676901080463,0.10845578669258822,-19,20,Drum,arm,high,No
219,-0.3503423703107302,0.7791031062755811,1.953125,0.11303960703064478,0.020384541647953593,0.49420546931818193,0.0008409306818180942,0.03041140030233889,-0.0011308063264718576,0.0028126676901080463,0.40498291273858567,-20,20,Drum,head,high,No
220,0.0549059185926521,0.19565491126549767,2.34375,0.05950951348244296,0.007706782291028411,0.42331433042635663,-0.000707741279069802,0.03228112956166375,-0.00264043386409496,0.001224951305955356,0.07218068588052619,-3,20,Piano,arm,high,No
221,-0.37945904199671004,0.49634339224784124,2.5390625,0.07328170719397449,0.014820591724141042,0.42331433042635663,-0.000707741279069802,0.03228112956166375,-0.00264043386409496,0.001224951305955356,0.42066304758035217,-19,20,Piano,head,high,No
222,-0.0832752053697804,0.4304087854586809,2.5390625,0.10324405671673281,0.010667551970266705,0.3893283012152778,7.465711805555565e-05,0.014051433829997994,-0.000721590798977664,0.0008709050350887754,0.20012535451052185,-12,20,Accordion,arm,high,No
223,-0.32362987014265066,0.9003654539080255,2.5390625,0.11215769715507333,0.01970685195017296,0.3893283012152778,7.465711805555565e-05,0.014051433829997994,-0.000721590798977664,0.0008709050350887754,0.7235660126146795,-13,20,Accordion,head,high,No
224,-0.1719830158364584,0.7254284613464739,3.90625,0.0598702119590595,0.007728496239819653,0.2545397090707964,0.0004622245575221693,0.030441798776263632,-0.0009147471090272352,0.0018391962240715738,0.36908720752974217,8,20,Clarinet,arm,high,No
225,-0.014038014549211322,0.5533232554228562,3.90625,0.06084585463011974,0.00920705997833845,0.2545397090707964,0.0004622245575221693,0.030441798776263632,-0.0009147471090272352,0.0018391962240715738,0.1308487103789726,7,20,Clarinet,head,high,No
226,-0.011321295644767752,0.1278968104101533,1.3671875,0.05238972671623832,0.008845139037882654,1.4353781553030303,0.000541662878787965,0.052822106279907,-0.005711038063029326,0.006794363820605257,0.057088958695636405,72,20,Sax,arm,high,No
227,0.09429887568566757,0.21037764269575188,3.515625,0.05614525178852651,0.006840645110674135,1.4353781553030303,0.000541662878787965,0.052822106279907,-0.005711038063029326,0.006794363820605257,0.09357139013908995,-2,20,Sax,head,high,No
228,-0.2665875551103361,0.28246512430711007,1.3671875,0.07473821839871435,0.042047709888137406,0.7500757807971015,0.00046346557971017546,0.020660734394544574,-0.0012278713124065292,0.00215480247182688,0.4045252951554918,-31,21,Cello,arm,low,Yes
229,-0.1299206971598653,0.49530188036231304,2.734375,0.10139790397524236,0.011884816543022139,0.7500757807971015,0.00046346557971017546,0.020660734394544574,-0.0012278713124065292,0.00215480247182688,0.15061423516420136,-34,21,Cello,head,low,Yes
230,-0.008939884175276072,0.5992598371813632,4.1015625,0.2350022908588964,0.07893964185401403,0.7500637807971015,0.0004709438405797385,0.020409432670671593,-0.001199820894297912,0.002141708575457389,0.025122162906578576,-37,21,Drum,arm,low,Yes
231,0.006913175603046888,0.20749408094864547,3.90625,0.10040002740829501,0.011152275384460677,0.7500637807971015,0.0004709438405797385,0.020409432670671593,-0.001199820894297912,0.002141708575457389,0.014261880939692478,-5,21,Drum,head,low,Yes
232,0.001375776827146789,0.23692140362602734,8.7890625,0.061572128302744875,0.008008210805891912,0.3746888203125,-7.68411458333519e-05,0.018052037214778195,-0.0010997899213374498,0.000946107629670746,0.022751807488205305,6,21,Piano,arm,low,Yes
233,0.020551774419825846,0.687241423962188,2.734375,0.06411181338089031,0.011558794181800796,0.3746888203125,-7.68411458333519e-05,0.018052037214778195,-0.0010997899213374498,0.000946107629670746,0.3016024194087863,9,21,Piano,head,low,Yes
234,0.5820868631179221,0.9521539558402202,1.953125,0.26815902848183515,0.08845684590040968,0.50464063317757,6.845093457954124e-05,0.04886045522129505,-0.0031435416409193785,0.003280443510078461,0.8216625436868659,-6,21,Accordion,arm,low,Yes
235,0.584453293302034,0.8009870361738407,1.953125,0.08629064634177369,0.01437500741386186,0.50464063317757,6.845093457954124e-05,0.04886045522129505,-0.0031435416409193785,0.003280443510078461,0.608229778267205,2,21,Accordion,head,low,Yes
236,-0.1675765937654891,0.41500499836592986,1.3671875,0.04576244629398885,0.0047087800969778685,0.7500492119565217,0.0003088750000000007,0.030325787445593833,-0.002173666138652155,0.0027914161386521563,0.23668014209578656,-27,21,Clarinet,arm,low,Yes
237,-0.4834465193579786,0.8361525055657001,1.3671875,0.07191033724955098,0.014372595894128126,0.7500492119565217,0.0003088750000000007,0.030325787445593833,-0.002173666138652155,0.0027914161386521563,0.6133516713453518,-30,21,Clarinet,head,low,Yes
238,0.023298365736415777,0.1783725333794751,0.390625,0.04576864978033584,0.004625663591989147,0.37957936276223775,-2.1670454545423498e-05,0.05511225863663377,-0.003155599098351814,0.003112258189260967,0.02941337815838453,-2,21,Sax,arm,low,Yes
