,cc,coh,coh_freq,exp_n,musician,riot_type,factor1,factor2
338,0.1693972671666295,0.95486875600212,2.63671875,29,Accordion,head,same,Yes
339,0.20759850343545222,0.9891798937098614,1.3671875,29,Accordion,leg,same,Yes
340,0.11852883375363936,0.9587937144392465,2.63671875,29,Cello,head,same,Yes
341,0.05224740923427745,0.739080006970447,28.125,29,Cello,leg,same,Yes
342,0.1431295067887262,0.9164436270903369,1.3671875,29,Piano,head,same,Yes
343,0.06972480483782835,0.785904195820107,1.3671875,29,Piano,leg,same,Yes
344,0.03734181712465468,0.5779219681575446,37.98828125,29,Drum,head,same,Yes
345,0.020775411747663782,0.9156146244935655,0.0,29,Drum,leg,same,Yes
346,0.02684453772776031,0.6515572459898807,23.33984375,29,Clarinet,head,same,Yes
347,0.08541212592380965,0.8873179676393401,1.3671875,29,Clarinet,leg,same,Yes
348,0.03093333057658328,0.7141297852122689,27.83203125,30,Sax,head,close,Yes
349,0.17230273556018758,0.9070114049611493,1.3671875,30,Sax,leg,close,Yes
350,0.08366809477069734,0.8397246893640681,2.5390625,30,Accordion,head,close,Yes
351,0.1834001610736462,0.9512001075463358,1.26953125,30,Accordion,leg,close,Yes
352,0.10121215766034246,0.9091061065800765,1.3671875,30,Cello,head,close,Yes
353,0.12147071904206429,0.8410317165761585,4.00390625,30,Cello,leg,close,Yes
354,0.030245098361247055,0.743182839121918,3.41796875,30,Piano,head,close,Yes
355,0.09105048684954958,0.739254510979421,14.55078125,30,Piano,leg,close,Yes
356,0.10108166688088092,0.9374215069311037,1.3671875,30,Drum,head,close,Yes
