,cc,coh,coh_freq,exp_n,musician,riot_type,factor1,factor2
357,0.03189137625067354,0.6253962409474313,5.95703125,30,Drum,leg,close,Yes
358,0.038752891929392914,0.7172498753970119,9.5703125,30,Clarinet,head,close,Yes
359,0.1540039453965785,0.9708854982126499,1.26953125,30,Clarinet,leg,close,Yes
360,0.02889509810308408,0.7880613747571612,9.08203125,31,Sax,head,low,Yes
361,0.1719582334667566,0.9532641750756016,1.953125,31,Sax,leg,low,Yes
362,0.08574597454913839,0.7676707507365049,2.63671875,31,Accordion,head,low,Yes
363,0.18598011662954272,0.9661785561967527,1.26953125,31,Accordion,leg,low,Yes
364,0.0675684450758098,0.775816954410369,36.9140625,31,Cello,head,low,Yes
365,0.022164378694448712,0.6600316344688535,21.875,31,Cello,leg,low,Yes
366,0.041009578475000884,0.687773298410831,16.40625,31,Piano,head,low,Yes
367,0.14181874090489185,0.8292865136038532,1.3671875,31,Piano,leg,low,Yes
368,0.047150578190174285,0.6407263391013573,20.8984375,31,Drum,head,low,Yes
369,0.051895162423430556,0.706811729923921,14.74609375,31,Drum,leg,low,Yes
370,0.030046113583372138,0.6824474993840376,32.8125,31,Clarinet,head,low,Yes
371,0.03358014124606642,0.8121431115329293,4.00390625,31,Clarinet,leg,low,Yes
372,0.054098346982508365,0.8444893460013421,40.4296875,32,Sax,head,close,No
373,0.18384379934541267,0.9312326161509755,1.3671875,32,Sax,leg,close,No
374,0.07774299675201805,0.7374557951770322,1.171875,32,Accordion,head,close,No
375,0.17027913590479699,0.972296666756181,1.26953125,32,Accordion,leg,close,No
376,0.1668837742384885,0.9238351903548376,2.734375,32,Cello,head,close,No
377,0.20510055876820757,0.9493312523298274,1.3671875,32,Cello,leg,close,No
378,0.04249307108221329,0.6731236124856336,9.1796875,32,Piano,head,close,No
379,0.12409199488869838,0.8764406617138025,1.3671875,32,Piano,leg,close,No
380,0.11549914418188773,0.8726584334297868,2.83203125,32,Drum,head,close,No
381,0.12151216252221103,0.9354579082315192,2.734375,32,Drum,leg,close,No
382,0.039276523628934384,0.6107896602231396,9.47265625,32,Clarinet,head,close,No
383,0.17155242365576848,0.9369118937969657,2.44140625,32,Clarinet,leg,close,No
